name,simbol,market_cap,price,circulating_supply,volume,one_hour,one_day,one_week
MEET.ONE,MEETONE,2698359,0.00141,1913271866.0,327221,0.440265,-1.31976,-7.75944
Fatcoin,FAT,2696584,0.020026,134655308.35,314695,0.612898,0.726434,-3.31221
Delphy,DPY,2696215,0.043348,62199847.5584,115150,0.127192,-2.97253,-2.1297
Trade Token X,TIOX,2695536,0.031579,85358676.8236,158188,1.90506,5.55055,-6.57253
Metrix Coin,MRX,2690815,0.000184,14618358205.6,,-0.0463061,-1.24042,-11.1865
BABB,BAX,2685167,9.4e-05,28426212014.5,92283,-1.24329,-10.6384,184.943
Global Crypto...,GCC,2689828,0.002122,1267482827.73,1721,0.207059,-18.0825,-14.9783
Callisto Network,CLO,2677740,0.001274,2101098905.51,166518,-0.0644001,4.70361,28.9411
HashBX ,HBX,2672694,0.005125,521461972.246,,-0.455256,12.3673,5.58956
Linkey,LKY,2664142,0.053283,50000000.0,,0.0,-4.26326e-14,2.41585e-13
FLETA,FLETA,2657149,0.008882,299160491.28,109511,-0.167961,-4.19329,-9.43667
Lendingblock,LND,2652997,0.003429,773798471.978,181015,0.184964,-6.45955,-8.71523
Krios,KRI,2644154,0.014846,178109028.578,52767,2.18854,-1.96185,-6.19447
ZumCoin,ZUM,2633182,0.002663,988819491.219,,0.571264,-1.52722,-9.08131
STEM CELL COIN,SCC,2630374,0.008203,320658118.0,11307,-0.0537553,-4.31583,-28.1563
X-CASH,XCASH,2628027,5.7e-05,46269983413.0,8401,-0.229726,-5.1883,58.6735
Clams,CLAM,2615555,0.680651,3842724.48578,,0.0,-2.84217e-14,2.70006e-13
LinkEye,LET,2615408,0.004359,600000000.0,1131904,-0.295233,-14.9815,1.19662
Ultra,UOS,2609950,0.028831,90526319.625,4625,0.106849,-0.553962,-13.4838
Omnitude,ECOM,2598746,0.040096,64813301.3374,4600722,0.183773,-9.41558,-3.70451
Nimiq,NIM,2583933,0.00053,4871635798.41,136831,-0.827528,1.67727,-3.88643
Own,CHX,2581956,0.025892,99719012.2631,480087,-0.348125,-5.79383,-4.25255
Sentivate,SNTVT,2577753,0.00113,2280860909.41,128803,-0.326905,-1.66925,11.7838
Lunyr,LUN,2557933,1.11,2297853.07853,131454,-1.17604,0.350689,18.9832
bitUSD,BITUSD,2556571,0.847546,3016440.0,,0.155414,2.8348,-1.42878
Spectrecoin,XSPEC,2558147,0.113972,22445451.3646,2796,1.21803,10.7084,12.8484
TE-FOOD,TFD,2527156,0.004882,517618680.526,12156,1.41273,5.53328,20.4839
Constant,CONST,2527029,49.84,50706.12,,0.0,-5.68434e-14,-1.27898e-13
PAC Global,PAC,2520225,0.000331,7604803858.03,10811,0.580182,3.24929,-2.06947
SunContract,SNC,2515429,0.020499,122707502.693,299674,-0.572366,-6.5789,-1.2948
Vexanium,VEX,2514184,0.003572,703869976.01,155657,0.0892458,-1.09756,3.73871
BitDice,CSNO,2502260,0.035747,70000000.0,,-0.0463061,2.38954,0.998699
IQeon,IQN,2497493,0.675191,3698943.53209,26864,0.470136,0.712771,17.8935
Gold Bits Coin,GBC,2489405,0.023492,105968610.615,,0.132541,4.73896,-1.76987
Rotharium,RTH,2487917,0.741054,3357270.20862,77951,-2.31496,-2.68419,-16.5622
THORChain,RUNE,2487501,0.023792,104550619.43,232913,1.95337,5.76834,27.7911
Qitmeer,HLC,2485758,0.00639,389009994.814,,0.0884223,0.277245,6.43003
Zeepin,ZPT,2468772,0.004938,500000000.0,583,-0.598033,211.931,185.144
V-ID,VIDT,2467694,0.081562,30255346.7841,1533643,0.829659,-5.55141,-15.0686
Bezant,BZNT,2466478,0.003584,688099500.0,3495111,0.0952434,2.80282,14.3577
Halo Platform,HALO,2439440,0.00048,5081883310.59,959,-4.8693,3.06057,186.034
Blocktrade Token,BTT,2436858,0.04373,55724773.9681,,46.0464,46.4732,83.5787
VINchain,VIN,2434614,0.004126,590108901.0,186270,-1.0132,0.700034,4.32484
DreamTeam Token,DREAM,2390970,0.066166,36136058.781,3234,2.54731,1.2195,-12.9616
BlockStamp,BST,2378501,0.099398,23928978.1701,318749,-0.0672465,-0.179654,-0.135934
CryptalDash,CRD,2332280,0.002332,1000000000.0,,0.182619,-1.05962,58.9151
MVL,MVL,2327716,0.000304,7654276413.41,101143,-0.706744,-2.22124,-5.18077
Unikoin Gold,UKG,2327269,0.016012,145347371.35,1341,1.42581,-1.28669,0.0262549
eosDAC,EOSDAC,2314888,0.003503,660755176.785,109705,-0.512798,0.117281,-0.929557
ImageCoin,IMG,2310049,0.162833,14186593.0,1133814,0.166672,4.80734,29.6896
IHT Real Esta...,IHT,2305051,0.002342,984061135.658,27958,0.903399,1.71566,-5.77235
Peerplays,PPY,2301987,0.511378,4501540.95289,169663,-0.0257814,-1.73134,-38.1474
ECC,ECC,2306719,9.2e-05,25000000000.0,,0.207125,-0.988204,0.420622
Smartlands,SLT,2300370,0.450974,5100895.65,,-0.0504794,6.46446,3.39519
Sentinel,SENT,2291184,0.001146,1999969999.15,44687,-0.877126,1.14945,-22.4889
Substratum,SUB,2285593,0.005967,383020999.96,,-0.0190167,4.13239,-6.66569
PCHAIN,PI,2276280,0.005452,417548857.716,5213202,-0.0519961,-6.86365,-3.30457
Insights Network,INSTAR,2270348,0.015646,145103886.911,57584,-8.2036,10.5117,16.6427
ZeuxCoin,ZUC,2260140,0.011895,189999999.0,104965,-1.02852,5.89119,-9.59363
Abyss Token,ABYSS,2223510,0.009752,228010117.044,190023,0.0341497,0.149542,3.49523
Ulord,UT,2221426,0.017063,130187036.467,45964,0.0922747,-12.0244,-26.6722
Caspian,CSP,2213461,0.004986,443961105.0,150252,-0.747523,-4.66167,7.20554
MIR COIN,MIR,2208183,0.003561,620041495.0,2270443,0.738778,0.754448,0.805653
CanonChain,CZR,2189656,0.003912,559740025.0,395811,0.0102673,-2.76936,0.333867
Winding Tree,LIF,2182918,0.102092,21381927.1611,,0.186637,-0.490946,-15.0014
WhiteCoin,XWC,2164362,0.008651,250183629.193,39446,-3.25917,-24.1113,-36.2728
Boolberry,BBR,2157805,0.163378,13207453.5425,2924,0.205315,-1.11406,-3.34017
LBRY Credits,LBC,2144367,0.007658,280005435.206,3988,0.206704,-2.16829,-9.27845
Bean Cash,BITB,2142406,0.000646,3317027000.0,,0.206704,72.9996,46.974
Apex,CPX,2135538,0.004536,470792326.573,98249,-0.872756,-7.37347,-3.95382
SpankChain,SPANK,2119219,0.007063,300043386.0,,-0.00376008,1.8612,5.26374
OKCash,OK,2112868,0.028236,74827671.2513,1901,0.207559,-2.85074,-18.1332
Remme,REM,2098659,0.003183,659315410.023,190192,-0.945091,-2.8883,12.1753
Noku,NOKU,2090272,0.087911,23777027.9616,743,-1.89207,22.9734,9.73359
TokenPay,TPAY,2089163,0.127209,16423087.779,49297,0.239254,-0.394544,-8.04346
BitTube,TUBE,2082623,0.009931,209712389.347,15766,-0.894826,1.78451,2.72629
Futurepia,PIA,2074628,0.002312,897238384.0,9394,0.186637,-0.351023,-17.5182
Amino Network,AMIO,2073499,0.050394,41145763.4031,424967,0.110014,-3.0207,-24.7256
NuShares,NSR,2049175,0.000738,2777600756.0,,-6.25433,-9.73871,25.798
Qwertycoin,QWC,2041349,1.9e-05,105619178220.0,1692,-1.39232,-13.6369,-9.59693
TEMCO,TEMCO,2034360,0.000662,3072929204.91,105671,-1.48376,0.585095,-9.88571
Nexty,NTY,2033105,1.3e-05,151597079190.0,13489,7.11633,-4.96316,-7.84956
YEE,YEE,1998674,0.001464,1365218125.0,256357,0.131005,-1.35913,1.01309
Flowchain,FLC,1989449,2.88,690073.0,156107,0.0599605,-1.08353,-4.05018
Actinium,ACM,1980882,0.130437,15186550.0,16374,-0.392314,0.275989,22.2842
DaTa eXchange,DTX,1961417,0.025485,76964300.5355,,0.0304017,7.55224,4.69892
ProChain,PRA,1951098,0.039366,49562749.45,65591,0.194537,-0.748919,-30.8241
Hashgard,GARD,1937958,3.4e-05,56858225614.6,304292,0.568067,-0.960642,4.86251
Maecenas,ART,1929851,0.033072,58353899.9097,,-0.0436166,14.5251,17.1149
TCASH,TCASH,1928505,0.054787,35200000.0,1031160,-0.308897,-2.73647,-1.34033
SDChain,SDA,1913198,0.001275,1499999977.52,68518,0.182619,-12.3288,-21.9221
Digital Asset...,DAGT,1912420,0.08296,23052329.5367,,-1.28828,-30.3021,35.5166
AI Doctor,AIDOC,1897263,0.003388,559961939.474,98407,-3.66492,-3.95366,0.727788
Loopring [NEO],LRN,1888662,0.016625,113602931.2,2504,0.111443,4.12753,1.90159
Blue Whale EX...,BWX,1887988,0.046848,40300103.1152,68850,0.187339,40.4761,-35.9417
Kleros,PNK,1877694,0.008267,227129809.695,,-0.437283,-11.3871,-6.91495
Unibright,UBT,1875990,0.01344,139579219.243,94692,-0.148719,13.8926,17.7006
Rubycoin,RBY,1875136,0.068471,27385742.3918,,0.0,7.10543e-14,-1.95512
TouchCon,TOC,1871079,0.008025,233158569.808,22529,-0.777473,-40.7679,-19.3987
Cryptaur,CPT,1865294,0.000163,11468727156.6,6596,-1.07251,-2.91465,-10.1931
Phore,PHR,1862762,0.097654,19075110.0209,35862,2.11022,-6.49415,-15.154
Dynamic,DYN,1859539,0.125393,14829663.2791,8461,7.22978,7.56229,-1.31638
Ecobit,ECOB,1840709,0.004142,444444444.4,,-0.0463061,-6.96833,-6.44513
NAGA,NGC,1840194,0.025572,71960164.8142,1289,0.0327082,-1.17543,-15.3063
CPChain,CPC,1839660,0.004883,376765852.267,277695,-0.423987,-3.49764,-25.4868
Radium,RADS,1838255,0.476097,3861093.24641,1575,5.71383,-2.60012,9.00424
AMO Coin,AMO,1832287,0.000231,7925407379.7,734711,0.628459,0.567644,4.18525
Skychain,SKCH,1824244,0.24371,7485311.14879,5317,-0.0537553,0.645371,6.81466
NeoWorld Cash,NASH,1821157,8.6e-05,21153249270.6,112134,-0.577599,-8.14952,3.76731
Proxeus,XES,1813842,0.008925,203240350.0,,0.186637,393.211,15.5249
Q DAO Governa...,QDAO,1813481,26.42,68639.51571,,0.186637,5.59162,1.00905
EOSDT,EOSDT,1802838,1.0,1800413.0,1791,-0.386213,0.719318,0.822563
Footballcoin,XFC,1800918,0.004807,374660526.033,51023,0.190035,-2.00453,-10.8034
Ink,INK,1790984,0.003861,463910526.92,3873,-0.891091,-1.32437,-7.51487
Rankingball Gold,RBG,1780726,0.004694,379345851.285,1790,0.186346,59.1544,55.638
DECENT,DCT,1782036,0.034733,51306089.0,2622,1.83612,-5.72509,-12.1288
ChatCoin,CHAT,1768665,0.002563,690000640.0,407241,0.72041,2.34808,14.996
Wowbit,WWB,1763931,0.00635,277777778.0,35205,-0.0504209,-2.81299,-10.3647
Peculium,PCL,1761357,0.000863,2040195577.29,42025,-0.0860419,-0.368696,-11.164
Color Platform,CLR,1758739,0.013203,133205262.069,,0.0884223,-34.2267,-44.281
ATC Coin,ATCC,1757128,0.004754,369649072.286,6524,1.48979,-16.8498,-30.4178
VegaWallet Token,VGW,1752288,0.135194,12961292.9997,563,-0.00825771,-1.9673,-6.16817
Ergo,ERG,1749451,0.643452,2718851.0,19185,0.461195,0.0898063,-11.2395
Haven Protocol,XHV,1747464,0.163556,10684213.05,216513,-1.82614,-13.2192,26.0147
Smartshare,SSP,1742284,0.000375,4639918910.62,252800,1.19499,-8.46252,15.0096
TurtleCoin,TRTL,1730095,3e-05,57478273735.3,1002998,2.43337,4.46327,26.4829
carVertical,CV,1724259,0.000225,7650893616.5,71865,-0.360307,-0.316403,6.237
Observer,OBSR,1723491,0.001287,1338928787.62,,-0.150161,-3.43293,54.8556
Happycoin,HPC,1726062,0.075651,22816066.4867,,0.207059,-2.1949,-7.62278
ShipChain,SHIP,1719248,0.006583,261156557.931,,-20.9047,-30.8095,-20.1379
ALIS,ALIS,1692796,0.042974,39390848.1969,,-1.42109e-14,0.246773,75.8462
nOS,NOS,1672866,0.016321,102500000.0,57946,0.142216,-4.39559,25.1045
Nasdacoin,NSD,1670943,0.080297,20809539.5685,337535,0.578507,-7.79875,-19.3352
Merculet,MVP,1661082,0.000686,2421057851.53,131343,-0.148896,-1.64103,-7.09276
Akropolis ,AKRO,1658142,0.003099,535001020.0,294175,13.0249,-24.8364,86.1289
Omni,OMNI,1660784,2.95,562382.361391,124569,-5.3633,65.0875,112.327
DigitalBits,XDB,1644185,0.013556,121286254.282,24549,0.145052,-0.681498,2.65469
MultiVAC,MTV,1642091,0.000762,2156311110.33,59314,-0.0493511,-6.97088,-4.96398
Opacity,OPQ,1628055,0.012621,128999564.499,840,-0.0335966,-2.59362,-11.5464
WeTrust,TRST,1618199,0.017561,92147500.0,,0.594413,-2.8319,-3.73588
KickToken,KICK,1593328,0.000285,5594265717.1,27431,-0.786219,7.45807,-0.130728
Quanta Utilit...,QNTU,1584135,5.4e-05,29279582413.5,1670,0.106849,0.0372357,-35.1706
Mooncoin,MOON,1578001,7e-06,226174101898.0,,-0.534853,1.26923,-6.89633
ZClassic,ZCL,1575689,0.214244,7354650.0,7714,-1.43549,-3.16226,-8.81328
Myriad,XMY,1573242,0.000923,1705064500.0,,0.207125,-4.18395,-4.20875
Trias,TRY,1563062,0.001969,793867500.004,335081,-0.125103,-2.74909,66.6633
HTMLCOIN,HTML,1547971,2.9e-05,53067332239.5,532,7.22741,4.30758,-3.52056
Covesting,COV,1540396,0.085578,18000000.0,1018,1.58159,-1.5745,-0.236373
ELA Coin,ELAC,1532322,0.008362,183238883.462,355622,0.0971347,9.87422,11.4924
Kryll,KRL,1530561,0.061197,25010580.43,10039,0.24362,0.909623,3.99429
Colu Local Ne...,CLN,1511498,0.01651,91550887.9532,35174,0.186585,-3.05016,1.64842
CashBet Coin,CBC,1511015,0.009299,162486436.024,5287,-1.63585,-4.5402,-1.93315
GridCoin,GRC,1514168,0.003578,423167371.134,,2.63865,9.91863,8.14169
Business Cred...,BCS,1510316,1.16,1304095.0,319287,0.000762092,1.5021,30.4171
MassGrid,MGD,1506377,0.020043,75157163.5143,,0.184879,26.4264,8.30988
BOOM,BOOM,1490044,0.001952,763167853.259,30932,-0.0284827,-1.86532,10.1444
KuboCoin,KUBO,1488907,1.7e-05,88022333593.8,,2.84217e-14,0.0,16.6512
aXpire,AXPR,1486200,0.005254,282894001.401,697,0.0197134,-1.53339,-14.7075
MobileGo,MGO,1478753,0.014788,99996877.0,21567,0.441433,-1.30527,-16.6079
UNIVERSAL CASH,UCASH,1470875,0.000142,10351944440.9,,0.110949,12.0184,-21.2414
ATLANT,ATL,1469384,0.027123,54175040.6778,1022,0.119101,-32.5516,19.8839
Airbloc,ABL,1467432,0.005814,252376219.415,25103,1.85674,-0.844704,-20.9826
Pigeoncoin,PGN,1455662,0.00038,3833459875.0,28975,0.261956,0.902411,-60.4555
Beaxy,BXY,1444315,0.011036,130868086.626,5192,-0.0663782,-11.7233,56.0675
Ampleforth,AMPL,1440637,0.715001,2014873.78969,285169,9.37783,114.392,93.9739
Quark,QRK,1438659,0.005514,260924672.707,,0.0,-1.38936,-9.26622
Bismuth,BIS,1437554,0.104633,13738963.0,1171,1.66581,14.6344,1.26074
EveryCoin ,EVY,1435869,0.000153,9380000000.0,306594,0.779438,-0.918851,-12.9623
SureRemit,RMT,1431671,0.002863,500000000.0,605,0.112028,1.75012,43.2068
Effect.AI,EFX,1431544,0.005677,252168527.316,,-3.8744,-9.3381,32.2569
Grid+,GRID,1427483,0.036382,39236491.0,,-2.84217e-14,0.0,-13.1012
ugChain,UGC,1414851,0.002487,568842039.121,139887,0.020154,-0.0647752,-11.4785
HashCoin,HSC,1410752,0.00011,12863911325.5,2187,-3.62282,5.5673,-8.10412
LoyalCoin,LYL,1404262,0.000262,5353626190.0,,-0.0504794,-6.18162,-37.4557
SafeInsure,SINS,1398069,0.366117,3818640.8581,860273,0.139887,-1.43494,-7.84358
Shift,SHIFT,1389903,0.102787,13522120.7,2616,0.281732,-2.78959,22.8232
GoldCoin,GLC,1384430,0.03323,41662072.0,,-6.15413,-0.000916743,9.79676
Chronobank,TIME,1367158,1.93,710112.8108,38329,-1.12312,23.4397,-0.453036
BitGreen,BITG,1364898,0.138693,9841134.73241,4633,7.59857,7.40119,5.46223
Edgeless,EDG,1364229,0.011655,117046967.0,1554,-0.918666,0.461343,1.41551
PARETO Rewards,PARETO,1360737,0.002891,470629499.416,,0.13076,4.74173,-1.77545
Kuai Token,KT,1359082,0.141367,9613863.88377,8222129,0.16624,-0.828684,0.652493
Bitcoin Confi...,BC,1355848,0.000184,7365901523.0,,-0.0537553,-1.22814,-36.0798
ATN,ATN,1353180,0.016051,84302524.1608,,0.0,7.10543e-14,12.0379
FansTime,FTI,1347444,0.000473,2850000000.0,35890,-0.426351,-1.91869,4.06611
EchoLink,EKO,1346435,0.002693,500000000.0,69910,0.410431,-0.300327,-4.79147
SINOVATE,SIN,1342568,0.002088,642974410.51,6578,0.923571,17.7343,-4.95105
CyberMusic,CYMT,1342246,8.9e-05,15000000000.0,,-0.289802,243.832,10765.5
Switcheo,SWTH,1341163,0.002566,522694673.228,1401,1.18421,-0.356866,-10.1322
Ubex,UBEX,1341117,0.000432,3106743729.29,750835,0.227538,-0.73645,5.04731
PotCoin,POT,1336974,0.005997,222923098.619,,0.205172,-5.7423,-4.76406
CargoX,CXO,1332922,0.008588,155210530.35,7692,3.12002,15.2659,23.4508
Safe Haven,SHA,1332714,0.000443,3005855396.0,35425,-0.129199,4.53028,-6.39728
Plair,PLA,1329298,6.7e-05,19858508800.0,33668,-2.1249,-1.67265,6.8302
Enecuum,ENQ,1328508,0.032117,41364393.7931,353225,1.96899,6.37043,-0.0714074
StrongHands,SHND,1316029,8.2e-05,16125481925.2,,-2.25529,-0.402508,75.6688
Nebula AI,NBAI,1313594,0.001047,1254943204.9,1165,0.186895,35.3002,101.838
Hyper Speed N...,HSN,1311653,0.031104,42169872.5049,212139,-0.691449,-4.16892,-3.80623
Lition,LIT,1308578,0.050951,25682869.1617,181019,-0.36643,-2.9317,-11.1535
LEOcoin,LEO,1310214,0.006828,191891565.284,2743,0.206704,-3.44485,52.7693
Ferrum Network,FRM,1304316,0.005121,254718831.39,600061,2.77319,6.93582,53.2657
Semux,SEM,1300445,0.107081,12144489.0,,-0.0537553,-0.482699,7.49479
Medicalchain,MTN,1298972,0.004208,308656962.452,16557,-0.248531,-1.40658,3.09794
Eden,EDN,1295927,0.00216,600000000.0,907402,4.66658,6.01452,0.916126
Adshares,ADS,1284290,0.03685,34851585.0385,2798,-1.04374,-11.0793,-32.2336
Mcashchain,MCASH,1275319,0.010574,120607939.34,3355,-1.39025,-1.09711,-8.73541
Niobium Coin,NBC,1275090,0.025981,49077667.5761,1508,-15.9972,-1.9008,-0.416725
SelfSell,SSC,1272496,0.003263,390000000.0,949818,-3.11016,6.10408,11.8236
Fountain,FTN,1264313,0.014295,88444442.89,127169,-0.153135,2.31239,-1.53234
SafeCoin,SAFE,1260989,0.045466,27735062.61,,12.7248,5.42348,-5.5914
Primalbase Token,PBT,1257982,1006.39,1250.0,4161,-9.08415,-16.5612,-33.2096
Hiveterminal ...,HVN,1251985,0.003051,410288181.781,593,-0.0298023,5.26875,-12.2231
Friendz,FDZ,1249307,0.002427,514780168.15,60293,-1.02554,-0.864174,3.13514
DAEX,DAX,1246176,0.003514,354666701.556,334578,0.00581385,8.89009,-5.38654
HiCoin,XHI,1245731,0.000281,4434602827.87,,-2.84217e-14,0.480016,45.8913
Paytomat,PTI,1243215,0.006697,185627229.153,103373,0.162762,-0.0851117,44.03
LikeCoin,LIKE,1240597,0.00262,473578765.0,,0.0,0.400885,-9.51334
Diamond,DMD,1239561,0.369694,3352942.46315,,0.159383,0.0403528,-6.66086
e-Gulden,EFL,1232377,0.072062,17101640.0,,0.207125,-0.988037,-15.6219
TrueFlip,TFL,1218362,0.195023,6247267.0,48109,0.738111,0.164553,-2.70486
BonusCloud,BXC,1210819,0.000441,2745176240.85,2359,0.0844793,-0.265859,-1.35524
EXRNchain,EXRN,1208369,1.3e-05,92500000000.0,44967,-2.02194,-5.5448,8.89257
TrueFeedBack,TFB,1207619,0.000566,2131820829.0,904638,0.67413,1.68683,-1.39862
Fast Access B...,FAB,1207485,0.042637,28320115.0,2073,-8.16645,-11.5293,-12.4083
CoinPoker,CHP,1207243,0.004015,300713592.188,,0.356512,0.829524,-9.78655
IONChain,IONC,1201903,0.009918,121180604.9,117416,0.981566,-0.844101,1.89973
AmonD,AMON,1200622,0.002925,410447820.51,151801,2.33928,19.0067,-1.81399
Cryptopay,CPAY,1199888,0.017553,68356727.0,,0.171816,-19.8954,-6.0538
PetroDollar,XPD,1197423,0.018712,63993274.8873,,0.0,7.10543e-14,-4.07556
W Green Pay,WGP,1197037,0.12432,9628637.97686,323442,-0.0694319,-4.75164,-19.3032
I/O Coin,IOC,1195562,0.067264,17774197.4743,,0.207059,-6.62314,-21.0511
Education Eco...,LEDU,1187155,0.005451,217789856.582,22177,-0.0883609,4.18113,-5.09134
Beetle Coin,BEET,1183979,0.005782,204783821.638,56204,1.44391,-0.993014,-3.24008
AMLT,AMLT,1180332,0.004898,240991076.161,,0.161148,-6.74441,-14.4318
PIXEL,PXL,1175911,0.019361,60735517.6002,884811,0.260246,7.82863,-2.88154
Bitcoin Private,BTCP,1174587,0.246567,4763762.0,1295,2.07529,-20.6535,45.3728
Azbit,AZ,1172647,1.6e-05,71468963831.6,147543,-0.0110562,-7.11079,-12.3536
LUXCoin,LUX,1163035,0.173423,6706368.00637,,-0.0463061,-0.153601,-12.4499
GameCredits,GAME,1161560,0.016633,69836100.0,24899,0.818914,-9.20626,2.43373
Auroracoin,AUR,1157083,0.064004,18078319.7534,,-4.50484e-11,31.7947,89.0119
BridgeCoin,BCO,1149072,0.042558,27000000.0,,5.25295,-45.5998,1.87241
VeriSafe,VSF,1143592,0.000105,10880544815.2,,0.0,-8.52651e-14,2.27374e-13
Mysterium,MYST,1143091,0.048288,23672501.5204,,0.0629638,7.08238,-11.5657
HOLD,HOLD,1142983,0.001622,704821304.783,16351,0.186637,33.7686,16.0989
Ivy,IVY,1140938,0.002642,431840619.066,,0.186637,39.4192,63.0027
Crown,CRW,1141373,0.048831,23373716.5854,892,9.92622,8.33943,-1.78347
CEEK VR,CEEK,1133013,0.002272,498653460.245,6179,0.188903,-0.596155,0.392406
Starta,STA,1130940,0.226389,4995565.0,,0.0,4.26326e-14,-50.6041
Pascal,PASC,1131495,0.039249,28828700.0,83912,-0.0437957,-3.45062,-14.6008
Zero,ZER,1131748,0.155152,7294425.51853,703,-0.551771,-2.48789,19.7573
Orbitcoin,ORB,1128919,0.350529,3220616.27923,,0.205172,-0.857672,-1.19651
Teloscoin,TELOS,1125301,0.009536,118011233.167,5195,-0.118372,3.14029,33.0376
Global Awards...,GAT,1124641,0.00164,685805346.271,9660,-0.00853146,2.62036,7.32903
UNICORN Token,UNI,1123669,0.01051,106912508.514,97103,0.498708,-7.25611,-3.93843
Tolar,TOL,1120785,0.004561,245726787.251,229601,0.0169603,-2.0822,-2.02079
SpaceChain,SPC,1117831,0.002167,515923518.111,214637,2.49892,3.32232,-9.07922
NeuroChain,NCC,1113673,0.002631,423321130.713,14581,0.34775,-5.59223,-6.98627
BANKEX,BKX,1111596,0.006289,176740932.12,135727,0.389295,-2.57948,-4.72799
PlatonCoin,PLTC,1110782,0.191054,5813982.0,49868,-1.7721,-11.069,60.6406
STK,STK,1109019,0.003224,343971371.971,66798,0.323038,11.9747,24.1451
Tarush,TAS,1104425,0.000184,6000000000.0,1060714,-0.0537553,97.5361,-16.0641
Humaniq,HMQ,1103528,0.005939,185811695.036,31291,-2.86103,-14.9628,-12.1825
Optimal Shelf...,OSA,1100911,0.000792,1389796615.16,3392,2.23727,-1.99857,-6.22783
Naka Bodhi Token,NBOT,1084351,0.018073,60000000.0,596,0.0594683,0.0163643,-4.48089
Datum,DAT,1083809,0.001083,1000435124.39,61660,-1.13906,-9.01975,-5.98485
Zen Protocol,ZP,1081346,0.04777,22636450.0,59117,12.6539,12.2933,12.1097
ZPER,ZPR,1080001,0.000821,1314902816.23,3014,0.0498898,3.14046,34.3973
Sphere,SPHR,1081648,0.08664,12484343.9973,22634,2.79694,-18.2698,7.06409
Bloom,BLT,1075162,0.020043,53642696.5152,,0.171816,-1.06521,-46.5535
Nework,NKC,1074588,0.007281,147586171.922,21673,-0.853139,-2.49153,-3.69097
Lamden,TAU,1071029,0.007531,142215728.19,6297,0.182306,7.69343,-1.37263
MidasProtocol,MAS,1064990,0.003282,324500000.0,62445,0.00513379,0.343491,-1.2502
Unification,UND,1055566,0.023489,44939452.7,147932,-0.243395,-1.37339,1.62717
Zebi,ZCO,1051591,0.002908,361575454.352,110261,0.663104,-0.603095,-0.924296
RED,RED,1051104,0.008085,130000009.3,102976,0.123994,-1.70876,26.1589
SolarCoin,SLR,1037713,0.018632,55696609.6751,,-0.44415,-0.9537,-5.4069
RedFOX Labs,RFOX,1029444,0.00954,107902541.0,42917,-4.6726,-13.2015,-21.1716
Expanse,EXP,1030990,0.062031,16620609.19,3731,1.76362,6.15485,16.449
PIBBLE,PIB,1025775,0.000137,7467361420.23,1261,-2.6726e-06,-11.1153,-5.34267
Neurotoken,NTK,1024182,0.01298,78906617.7206,,0.105553,-6.86357,7.18535
QChi,QCH,1022270,0.031555,32396606.0646,125401,-0.266567,-1.4206,3.52668
VeriCoin,VRC,1024582,0.031798,32221494.7438,10698,0.383814,-8.35648,-23.4611
Stronghold Token,SHX,1019918,0.000302,3375369634.0,,0.0541917,-1.15317,-9.92592
Hxro,HXRO,1016405,0.017401,58410979.52,,-0.0222881,0.523646,21.2309
Mindexcoin,MIC,1016187,0.001487,683595545.339,152137,0.0169166,-3.87466,-18.825
Howdoo,UDOO,1014239,0.010368,97821309.33,129732,-0.396659,-8.86907,-48.2256
Alpha Token,A,1010050,0.035852,28172657.0221,2942,0.270111,116.258,104.087
Sessia,KICKS,1007272,0.17248,5839941.21444,1522517,1.0397,6.81881,12.4201
Terracoin,TRC,1008543,0.043973,22935396.4304,754,0.140253,3.26685,16.652
MARK.SPACE,MRK,1001684,0.001294,773986157.238,,-5.20291,-35.6775,-30.1717
EncrypGen,DNA,999709,0.014914,67029877.1189,670,9.1893,7.63583,4.23921
Uquid Coin,UQC,981190,0.098119,10000000.0,690581,-0.256891,-1.05813,1.31227
ALQO,XLQ,979518,0.015148,64664324.2904,623,-0.637807,-18.7236,-50.5811
FNKOS,FNKOS,973471,0.006258,155552695.678,,2.84217e-14,2.84217e-14,6.81263
WinStars.live,WNL,972928,0.058716,16570029.4358,1747,0.0601927,15.521,13.7221
NOIA Network,NOIA,972412,0.011077,87787038.1247,32332,0.0496234,-0.489847,-17.7856
Curecoin,CURE,974507,0.040112,24294532.5261,5378,-0.741587,-5.56204,-10.2777
Rapids,RPD,967602,8.8e-05,10986669136.2,3622,-36.1191,-11.8198,-22.7819
CloakCoin,CLOAK,964391,0.179967,5358708.56636,9332,-1.1539,-11.1789,-19.7139
Waves Communi...,WCT,961821,0.096182,9999966.0,,-0.0396312,-0.394658,10.7418
Kambria,KAT,959763,0.00078,1230544847.94,69072,-0.754578,-2.77553,-4.83871
Ormeus Coin,ORMEUS,955437,0.02661,35904998.0,66536,2.94564,7.25563,12.6906
HBZ coin,HBZ,953447,0.000974,978845689.568,22524,-7.63242,2.08517,-7.94823
Dimecoin,DIME,951969,2e-06,539096740560.0,537,0.125438,-4.35224,-11.123
Lisk Machine ...,LML,945217,0.007877,120000000.0,,-4.35421e-11,-0.0159502,-23.9772
MonetaryUnit,MUE,944596,0.005444,173515981.517,,0.206704,-2.59718,5.73362
FintruX Network,FTX,940174,0.009897,95000000.0,,-0.0504794,-3.77007,-17.3815
